en	hi	pos
illegal	नियम विरुद्ध	Adj
illegible	अस्पष्ट	Adj
illegitimate	अवैध	Adj
illiberal	कंजूस; अनुदार	Adj
illicit	नियम या व्यवहार विरुद्ध; अवैध	Adj
illiterate	अशिक्षित	Adj
illeteracy	निरक्षरता; मूढ़ता	N
illness	रोग	N
illogical	न्यायविरुद्ध	Adj
illuminate	प्रकाशयुक्त करना	V
illumination	द्युति	N
illusion	भ्रांति	N
illusory	मायावी	Adj
illustrate	व्याख्या करना	V
illustrative	दृष्टान्त देनेवाला	Adj
illustrious	प्रख्यात	Adj
ilo	International labor organization.	N
image	प्रतिमा; प्रतिबिंब	N
imagery	आकृति	N
imaginable	कल्पनीय	Adj
imaginary	काल्पनिक	Adj
imagination	भावना	N
imaginative	कल्पनाशील	Adj
imagine	विचार करना	V
imam	इमाम	N
imbalance	असंतुलित	N
imbecile	मूर्ख	N
imbecility	मूढता	N
imbibe	पीना; आत्मसात करना	V
imbroglio	अव्यवस्था	N
imbue	भर देना	V
imf	International monetary fund	N
imitate	नक़ल करना	V
imitation	नकली; अनुकरण	N
imitative	अनुकरणशील	Adj
immaculate	शुद्ध	Adj
immaterial	अनावश्यक	Adj
immature	अपरिपक्व	Adj
immeasurable	अपरिमित	Adj
immediate	अव्यवहित	Adj
immediacy	कालिकसन्निकटता	N
immediately	तत्काल	Adv
immemorial	अति प्राचीन	Adj
immense	अमित	Adj
immensity	अनंतता	N
immerse	डुबाना	V
immersion	निमज्जन	N
immigrant	देशांतर में बसनेवाला	N
imminent	सन्निकटत	Adj
immobile	स्थिर	Adj
immobilize	अचल करना	V
immoderate	अत्यंत	Adj
immodest	निर्लज्ज	Adj
immoral	अनैतिक	Adj
immortal	अमर	Adj
immortality	?	N
immortalize	अमर बनाना	V
immovable	अचल	Adj
immune	उन्मुक्त	Adj
immunity	उन्मुक्ति	N
immunize	उन्मुक्त करना	V
immunization	प्रतिरक्षण	N
immure	बंद करना	V
immutable	अपरिवर्तनीय	Adj
imp	छोटा प्रेत या पिशाच	N
impact	प्रभाव; टक्कर	V
impair	बिगाड़्ना	V
impale	छेदना	V
impalpable	न समझने योग्य	Adj
impart	प्रदान करना	V
impartial	अपक्षपाती	Adj
impartiality	अपक्षपात	N
impassable	अगम्य	Adj
impasse	बंद गली	N
impassioned	जोशीला	Adj
impassive	भावना शून्य	Adj
impatient	अधीर	Adj
impatience	अधैर्यता	N
impatiently	अधीरत से	Adv
impeach	महाभियोग लग़ाना	V
impeachable	दोष लगाने योग्य	Adv
impeccable	निर्दोष	Adj
impecunious	निर्धन	Adj
impedance	प्रतिबाधा	N
impede	रोकना	V
impediment	विघ्न	N
impedimentalla	प्रतिबन्धकसामान	Adj
impel	प्रेरित करना	V
impending	आसन्न	Adj
impenetrable	अभेद्य	Adj
impenetrability	अभेद्यता	N
imperative	अनिवार्य; आदेश सूचक	Adj
imperceptible	अतीन्द्रिय	Adj
imperfect	त्रुतिपूर्ण	Adj
imperfection	दोष	N
imperial	शाही; प्रतापी	N
imperialism	साम्राज्यवाद	N
imperialist	साम्राज्यवादी	N
imperil	जोखिम में ड़ालना	V
imperious	उद्धत	Adj
imperishable	अविनाशी	Adj
impermanent	नश्वर	N
impermeable	अभेद्य	Adj
impersonal	निरपेक्ष	Adj
impersonate	पररूप धारण करना	V
impersonation	अभिनय करना	N
impertinent	दृष्ट	Adj
imperturbable	अविचलित	Adj
impervious	अभेद्य	Adj
impetigo	चर्मपूय	N
impetuous	जल्दबाज़	Adj
impetus	गतिबल	N
impiety	अश्रद्धा	N
impinge	टकराना	V
impious	अधर्मी	Adj
impish	नटखट	Adj
implacable	कठोर	Adj
implant	बैठाना; बैठना	V
implausible	अविश्वास्य	Adj
implement	उपकरण	N
implementation	कार्यान्वयन	N
implicate	फ़ँसाना	V
implication	विवक्षा; उलझन	N
implicit	अंतर्निहित; निर्विवाद	Adj
implode	अंतःविस्फोटहोना	V
implore	प्रार्थना करना	V
imply	का अर्थ होना	V
impolite	अशिष्ट	Adj
impolitic	अनुचित	Adj
imponderable	अतिसूक्ष्म	Adj
import	आयात करना	V
importer	आयातकर्ता	N
important	महत्वपूर्ण	Adj
importance	महत्व	N
importantly	आवश्यक रूप में	Adv
importunate	दुराग्रही	Adj
importation	आयात	N
importune	हठ करना	V
impose	लागू करना	V
imposing	प्रभावशाली	Adj
imposition	आरोपण	N
impossible	असम्भव	Adj
impossibility	असम्भवता	N
impossibly	असम्भाव्य रूप में	Adv
impostor	धोखेबाज़	N
imposture	धोखेबाज़ी	N
impotent	शक्तिहीन	Adj
impotence	कमज़ोरी	N
impotently	नपुंसकता से	Adv
impound	ज़ब्त करना	V
impoverish	अशक्त कर देना	V
impoverishment	दरिद्रता	N
impracticable	अव्यवहारिक	Adj
impracticability	अव्यवहारिकता	N
impractical	अव्यवहार्य	Adj
impracticality	अव्यवहारिकता	N
imprecation	अभिचार	N
imprecise	असंक्षिप्त	Adj
imprecisely	असंक्षिप्तरूपसे	Adv
impregnable	अजेय	Adj
impregnate	से व्याप्त करना; गर्भादान करना	V
impresario	संचालक	N
impress	प्रभावित करना	V
impression	छाप	N
impressionism	प्रभाववाद	N
impressionist	प्रभाववादी	N
impressionistic	प्रभावात्मक	Adj
impressionable	आशुप्रभावित	Adj
impressive	प्रभावशाली	Adj
impressively	प्रभावपूर्णढंगसे	Adv
imprimatur	मुद्रणानुमति	N
imprint	मन में बैठा देना	V
imprint	छाप	N
imprison	क़ैद करना	V
imprisonment	क़ैद	N
