ja	en	pos	common
保持	ほじ	n, vs, vt	1	retention; maintenance; preservation
保持者	ほじしゃ	n	0	holder (of a record, title, permit, etc.)
保釈	ほしゃく	n, vs, vt	1	bail; releasing on bail
保釈金	ほしゃくきん	n	0	bail (money)
保釈中	ほしゃくちゅう	n	0	being out on bail
保守	ほしゅ	n, vs, vt	1	maintenance; conservatism; conservativeness; conservation
保守系	ほしゅけい	n	0	conservative
保守主義	ほしゅしゅぎ	n	0	conservatism
保守性	ほしゅせい	n	0	maintainability; serviceability
保守党	ほしゅとう	n	1	Conservative Party
保証牛乳	ほしょうぎゅうにゅう	n	0	certified milk
保証金	ほしょうきん	n	1	deposit (esp. on renting a house); security money; bond payment; guarantee
保証人	ほしょうにん	n	1	guarantor; surety; sponsor; reference; bondsman
保証付き	ほしょうつき	adj-no	1	guaranteed; certified; warranty included
保障占領	ほしょうせんりょう	n	0	protective occupation (of a country)
保身	ほしん	n	0	self-protection
保身術	ほしんじゅつ	n	0	art of self-protection
保税	ほぜい	n	0	customs bond
保税倉庫	ほぜいそうこ	n	0	bonded warehouse
保税地域	ほぜいちいき	n	0	bonded area (i.e. customs)
保線	ほせん	n	0	track maintenance
保全	ほぜん	n, vs, vt	1	preservation; conservation; maintenance; integrity
保全会	ほぜんかい	n	0	(family) corporation
保全会社	ほぜんがいしゃ	n	0	(family) corporation
保存	ほぞん	n, vs, vt	1	preservation; conservation; storage; maintenance; save (to storage)
保存系	ほぞんけい	n	0	conservative system
保存量	ほぞんりょう	n	0	conserved quantity
保有	ほゆう	n, vs, vt	1	possession; retention; maintenance; holding; keeping
保有者	ほゆうしゃ	n	0	owner; possessor; holder; carrier
保有米	ほゆうまい	n	0	rice holdings; rice stocks
保養	ほよう	n, vs, vi	1	health preservation; recuperation; recreation
保養院	ほよういん	n	0	sanatorium
保養地	ほようち	n	0	health resort
保留	ほりゅう	n, vs, vt	1	reservation; putting on hold; deferment; withholding
保冷	ほれい	n	0	keeping (something) cool
舗	ほ	n, ctr	1	shop; store; counter for foldable things such as maps, etc.
舗石	ほせき	n	0	paving stone
舗装	ほそう	n, vs, vt	1	paving (a road); surfacing (with asphalt, concrete, etc.); pavement
舗装道路	ほそうどうろ	n	0	paved road
舗装煉瓦	ほそうれんが	n	0	paving brick
舗道	ほどう	n	0	paved road; paved street
捕まる	つかまる	v5r, vi	1	to be caught; to be arrested; to hold on to; to grasp; to find (e.g. proof); to get (e.g. a taxi); to be detained by
捕らぬ狸の皮算用	とらぬたぬきのかわざんよう	exp	0	counting one's chickens before they're hatched; counting raccoon dog skins before they have been caught
捕り縄	とりなわ	n	0	policeman's rope (used for restraining criminals)
捕る	とる	v5r, vt	1	to catch (a wild animal, fish, insect, baseball, etc.); to capture
捕逸	ほいつ	n	0	passed ball
捕獲	ほかく	n, vs, vt	1	capture; seizure
捕球	ほきゅう	n, vs, vt, vi	0	catch
捕鯨	ほげい	n	1	whaling; whale hunting; whale fishing
捕鯨船	ほげいせん	n	0	whaling ship; whaler; whale catcher
捕手	ほしゅ	n	1	catcher
捕食	ほしょく	n, vs, vt	0	predation; eating prey; preying upon
捕捉	ほそく	n, vs, vt	0	capture; seizure; prehension; trapping; apprehension; understanding; grasp
捕縄	ほじょう	n	0	policeman's rope (used for restraining criminals)
捕縛	ほばく	n, vs, vt	0	arrest; apprehension; capture
捕虜	ほりょ	n	1	prisoner (of war); POW; captive
捕虜交換	ほりょこうかん	n	0	prisoner exchange
捕虜収容所	ほりょしゅうようじょ	n	0	prisoner-of-war camp; POW camp
歩	ふ	n	0	pawn
歩	ほ	n, ctr	1	step; stride; counter for steps
歩き回る	あるきまわる	v5r, vi	1	to walk about; to walk around; to walk to and fro; to pace around; to wander
歩く	あるく	v5k, vi	1	to walk
歩み	あゆみ	n	1	walking; pace; step; course (of history, one's life, etc.); history; progress; advance; development
歩み寄る	あゆみよる	v5r, vi	1	to compromise; to meet halfway; to step up to; to walk up to; to approach
歩み方	あゆみかた	n	0	move; way to play
歩む	あゆむ	v5m, vi	1	to walk; to go on foot; to tread (a figurative path); to follow; to lead (a life); to experience; to advance towards (e.g. a solution); to set out (e.g. on the path to destruction, ruin, etc.)
歩行	ほこう	n, vs, vi	1	walking; walk
歩行者	ほこうしゃ	n	1	pedestrian; walker
歩行者優先	ほこうしゃゆうせん	n	0	priority to pedestrians
歩合	ぶあい	n	1	rate; ratio; percentage; commission; poundage; percentage
歩調	ほちょう	n	1	pace; step; cadence
歩道	ほどう	n	1	footpath; walkway; sidewalk; pavement
歩道橋	ほどうきょう	n	1	footbridge; pedestrian bridge; pedestrian overpass
歩兵	ほへい	n	1	infantry; infantryman; foot soldier
歩兵戦闘車両	ほへいせんとうしゃりょう	n	0	infantry fighting vehicle
補う	おぎなう	v5u, vt	1	to supplement; to make up for; to compensate for; to cover (a shortage, loss, etc.); to fill (e.g. a vacancy)
補遺	ほい	n	0	supplement; addendum; appendix
補角	ほかく	n	0	supplementary angle
補完	ほかん	n, vs, vt	1	complementation; supplementation; completion
補間	ほかん	n	0	interpolation
補給	ほきゅう	n, vs, vt	1	supply; supplying; replenishment
補給幹線	ほきゅうかんせん	n	0	main supply route
補強	ほきょう	n, vs, vt	1	reinforcement; strengthening
補欠	ほけつ	n, adj-no	1	filling a vacancy; supplementation; substitute; deputy; alternate; spare
補語	ほご	n	0	complement
補修	ほしゅう	n, vs, vt	1	repair; mending
補習教育	ほしゅうきょういく	n	0	further education; supplementary education
補充	ほじゅう	n, vs, vt	1	replenishment; supplementation; supplement; replacement; refilling
補助	ほじょ	n, vs, vt	1	assistance; support; help; aid; subsidy; supplement; subvention; grant-in-aid
補助漢字	ほじょかんじ	n	0	supplementary kanji; 5,801 kanji coded in JIS X 0212 to supplement those in JIS X 0208
補助艦艇	ほじょかんてい	n	0	auxiliary vessel
補助記憶装置	ほじょきおくそうち	n	0	auxiliary storage; secondary storage
補助金	ほじょきん	n	0	subsidy; grant; subvention
補助動詞	ほじょどうし	n	0	subsidiary verb (in Japanese); auxiliary verb
補償	ほしょう	n, vs, vt	1	compensation; reparation
補償金	ほしょうきん	n	0	compensation payment; reparation
補数	ほすう	n	0	complement (of a number)
補正	ほせい	n, vs, vt	1	correction; revision; compensation (e.g. to a pendulum)
補則	ほそく	n	0	supplementary rules
補足	ほそく	n, adj-no, vs, vt	1	supplement; complement
補題	ほだい	n	0	lemma; lemmata
補聴器	ほちょうき	n	1	hearing aid
補綴	ほてつ	n, vs, vt, adj-no	0	mending; revision; supplementation; (dental) prosthesis; prosthetic
補導	ほどう	n, vs, vt	0	guidance; direction; leading; guidance of juveniles to prevent delinquency; taking into custody (esp. of minors) for their protection
輔弼	ほひつ	n, vs, vt	0	giving the Emperor advice on affairs of state; assistance; counsel
輔翼	ほよく	n, vs	0	aid; assistance
穂	ほ	n	1	ear (of a cereal plant); head; spike; point (of a brush, spear, etc.); tip; (pointed) head; crest (of a wave); scion (in grafting)
穂先	ほさき	n	0	tip of an ear (of wheat, etc.); tip (of a brush, spear, etc.); point; spearhead
募る	つのる	v5r, vi, vt	1	to become stronger; to grow in intensity; to grow violent; to become worse; to invite contributions, etc.; to solicit help, participation, etc.; to recruit (e.g. soldiers)
募金	ぼきん	n, vs, vi, vt	1	fundraising; collection of contributions; donating; donation; contribution
募債	ぼさい	n, vs, vi	0	raising of a loan; loan floatation
募集	ぼしゅう	n, vs, vt	1	recruitment; invitation; selection; advertisement; taking applications; raising (funds, donations, etc.); collection; subscription
墓	はか	n	1	grave; gravesite; tomb
墓穴	ぼけつ	n	1	grave (pit)
墓穴を掘る	ぼけつをほる	exp, v5r	0	to dig one's own grave; to bring calamity upon oneself; to make a rod for one's own back
墓誌	ぼし	n	0	epitaph; inscription on a tomb
墓碑	ぼひ	n	0	gravestone; tombstone
墓碑銘	ぼひめい	n	0	epitaph; inscription on a tombstone
墓標	ぼひょう	n	0	grave marker; gravestone; headstone; writing on a headstone (name, date of death, etc.)
慕う	したう	v5u, vt	1	to yearn for; to long for; to pine for; to miss; to love dearly; to adore; to follow (someone); to idolize (for virtue, learning, status, etc.)
慕情	ぼじょう	n	0	longing; yearning
暮らし	くらし	n, n-suf	1	(way of) life; lifestyle; living; life circumstances; livelihood; day-to-day life
暮らす	くらす	v5s, vi, vt, suf	1	to live (on, by, etc.); to lead a life; to get along; to get by; to make a living; to earn a livelihood; to spend one's time (doing); to pass one's days (doing)
暮れ	くれ	n, adv, adj-no, n-suf	1	sunset; sundown; nightfall; dusk; end; close; year-end; end of the year
暮れる	くれる	v1, vi	1	to get dark; to grow dark; to end (of a day, year, season, etc.); to come to an end; to close; to be sunk in (e.g. despair); to be lost in (e.g. thought); to be overcome with
暮春	ぼしゅん	n	0	late spring; third month of the lunar calendar
暮色	ぼしょく	n	0	dusk; twilight scene
母	はは	n	1	mother
母の日	ははのひ	exp, n	0	Mother's Day (2nd Sunday of May)
母印	ぼいん	n	0	thumbprint
母音	ぼいん	n	1	vowel
母語	ぼご	n	0	mother tongue; native language; protolanguage; parent language
母校	ぼこう	n	1	alma mater
母港	ぼこう	n	0	home port
母国	ぼこく	n	1	one's home country; one's homeland
母国語	ぼこくご	n	1	language of one's country; mother tongue; native language
母細胞	ぼさいぼう	n	0	mother cell; metrocyte
母子	ぼし	n	1	mother and child
母集団	ぼしゅうだん	n	0	population; universe; parent set
母上	ははうえ	n	0	mother
母親	ははおや	n	1	mother
母性	ぼせい	n	1	motherhood; maternity
母性愛	ぼせいあい	n	0	maternal love
母船	ぼせん	n	0	depot ship; mother ship
母体	ぼたい	n	1	mother's body (esp. when pregnant or after giving birth); parent body; parent organization; base; basis; nucleus
母胎	ぼたい	n	1	womb; uterus; parent body; base; basis
母堂	ぼどう	n	0	(another's) mother
母乳	ぼにゅう	n	1	mother's milk
母斑	ぼはん	n	0	nevus; naevus; birthmark
母方	ははかた	n, adj-no	1	mother's side of family; maternal (grandfather, uncle, etc.)
簿外	ぼがい	n	0	unaccounted; off the books
簿記	ぼき	n	1	bookkeeping
菩薩	ぼさつ	n, n-suf	1	bodhisattva; one who has reached enlightenment but vows to save all beings before becoming a buddha; High Monk (title bestowed by the imperial court); title bestowed to Shinto kami in manifestation theory
菩提樹	ぼだいじゅ	n	0	Tilia miqueliana (species of linden tree); sacred fig (Ficus religiosa); bodhi tree; bo tree; peepal tree; pipal tree
俸	ほう	n	0	salary
俸給	ほうきゅう	n	1	salary (esp. public employees); wages; pay
俸給生活者	ほうきゅうせいかつしゃ	n	0	salaried person; salary earner; white-collar worker
俸禄	ほうろく	n	0	retainer's stipend; official pay; salary
包み	つつみ	n, ctr	1	bundle; package; parcel; counter for wrapped objects
包みなく	つつみなく	adv	0	without concealment; without reserve; frankly
包み隠し	つつみかくし	n, vs	0	concealment
包み隠す	つつみかくす	v5s, vt	0	to conceal; to keep secret; to cover up
包み込む	つつみこむ	v5m, vt	1	to wrap up
包み飾る	つつみかざる	v5r, vi	0	to cover up and make a show
包み直す	つつみなおす	v5s	0	to re-wrap
包み物	つつみもの	n	0	bundle; package
包み釦	つつみぼたん	n	0	covered button
包める	くるめる	v1, vt	0	to lump together; to include; to sum up; to quibble
包囲	ほうい	n, vs, vt	1	siege; encirclement; envelopment; surrounding; besiegement
包括	ほうかつ	n, vs, vt	1	inclusion; complete coverage; comprehensiveness
包括的	ほうかつてき	adj-na	0	comprehensive; inclusive; encompassing
包含	ほうがん	n, vs, vt	1	inclusion; comprehension; implication; containing; covering
包含的	ほうがんてき	adj-na	0	inclusive
包茎	ほうけい	n	0	phimosis
包摂	ほうせつ	n, vs, vt	0	inclusion; encompassing; connotation; subsumption
包装	ほうそう	n, vs, vt	1	packing; wrapping
包蔵	ほうぞう	n, vs, vt	0	containing; keeping; comprehending; entertaining (an idea)
包丁	ほうちょう	n	1	kitchen knife; cooking; food
